32.1488	34.8041	94
32.1488	34.8043	76
32.1488	34.8044	62
32.1488	34.8046	72
32.1488	34.8048	42
32.1488	34.8049	55
32.1488	34.8051	68
32.1488	34.8053	76
32.1488	34.8054	68
32.1488	34.8056	55
32.1488	34.8058	42
32.1488	34.8059	55
32.1488	34.8061	33
32.1488	34.8063	52
32.1488	34.8064	68
32.1488	34.8066	78
32.1488	34.8068	68
32.1488	34.8069	52
32.1488	34.8071	33
32.1488	34.8073	51
32.1488	34.8075	33
32.1488	34.8076	48
32.1488	34.8078	61
32.1488	34.8080	66
32.1488	34.8081	61
32.1488	34.8083	48
32.1488	34.8085	59
32.1488	34.8086	59
32.1488	34.8088	49
32.1488	34.8090	63
32.1488	34.8091	71
32.1488	34.8093	63
32.1488	34.8095	49
32.1488	34.8096	31
32.1488	34.8098	15
32.1488	34.8103	7
32.1488	34.8105	21
32.1488	34.8106	28
32.1488	34.8108	21
32.1488	34.8110	7
32.1488	34.8113	37
32.1488	34.8115	42
32.1488	34.8117	61
32.1488	34.8118	83
32.1488	34.8120	96
32.1488	34.8122	83
32.1488	34.8123	61
32.1488	34.8125	50
32.1488	34.8127	37
32.1488	34.8130	7
32.1488	34.8132	15
32.1488	34.8133	7
32.1488	34.8145	8
32.1488	34.8147	15
32.1488	34.8148	8
32.1488	34.8152	2
32.1488	34.8154	3
32.1488	34.8157	13
32.1488	34.8159	19
32.1488	34.8160	13
32.1488	34.8169	2
32.1488	34.8170	16
32.1488	34.8172	22
32.1488	34.8174	16
32.1488	34.8175	2
32.1488	34.8179	13
32.1488	34.8180	4
32.1488	34.8182	21
32.1488	34.8184	41
32.1488	34.8185	48
32.1488	34.8187	41
32.1488	34.8189	21
32.1488	34.8191	4
32.1488	34.8192	16
32.1488	34.8196	10
32.1488	34.8197	24
32.1488	34.8199	31
32.1488	34.8201	24
32.1488	34.8202	10
32.1488	34.8206	36
32.1488	34.8207	34
32.1488	34.8209	49
32.1488	34.8211	61
32.1488	34.8212	66
32.1488	34.8214	61
32.1488	34.8216	49
32.1488	34.8217	34
32.1488	34.8219	44
32.1488	34.8221	14
32.1488	34.8222	29
32.1488	34.8224	44
32.1488	34.8226	51
32.1488	34.8228	44
32.1488	34.8229	29
32.1488	34.8231	14
32.1488	34.8233	27
32.1488	34.8234	6
32.1488	34.8236	22
32.1488	34.8238	39
32.1488	34.8239	46
32.1488	34.8241	39
32.1488	34.8243	22
32.1488	34.8244	6
32.1488	34.8246	13
32.1488	34.8249	2
32.1488	34.8251	17
32.1488	34.8253	25
32.1488	34.8254	17
32.1488	34.8256	2
32.1488	34.8259	21
32.1488	34.8261	18
32.1488	34.8263	34
32.1488	34.8264	49
32.1488	34.8266	54
32.1488	34.8268	49
32.1488	34.8270	34
32.1488	34.8271	18
32.1488	34.8273	32
32.1488	34.8275	10
32.1488	34.8276	26
32.1488	34.8278	44
32.1488	34.8280	51
32.1488	34.8281	44
32.1488	34.8283	26
32.1488	34.8285	35
32.1488	34.8286	35
32.1488	34.8288	26
32.1488	34.8290	44
32.1488	34.8291	51
32.1488	34.8293	44
32.1488	34.8295	26
32.1488	34.8296	9
32.1488	34.8300	5
32.1488	34.8301	19
32.1488	34.8303	37
32.1488	34.8305	52
32.1488	34.8307	59
32.1488	34.8308	52
32.1488	34.8310	37
32.1488	34.8312	19
32.1488	34.8313	37
32.1488	34.8315	19
32.1488	34.8317	36
32.1488	34.8318	52
32.1488	34.8320	59
32.1488	34.8322	52
32.1488	34.8323	36
32.1488	34.8325	59
32.1488	34.8327	62
32.1488	34.8328	61
32.1488	34.8330	76
32.1488	34.8332	85
32.1488	34.8333	76
32.1488	34.8335	61
32.1488	34.8337	46
32.1488	34.8338	30
32.1488	34.8340	39
32.1488	34.8342	55
32.1488	34.8344	74
32.1488	34.8345	96
32.1488	34.8347	108
32.1488	34.8349	96
32.1488	34.8350	74
32.1488	34.8352	115
32.1488	34.8354	122
32.1488	34.8355	124
32.1488	34.8357	142
32.1488	34.8359	151
32.1488	34.8360	142
32.1488	34.8362	124
32.1488	34.8364	99
32.1488	34.8365	140
32.1488	34.8367	130
32.1488	34.8369	152
32.1488	34.8370	174
32.1488	34.8372	184
32.1488	34.8374	174
32.1488	34.8375	152
32.1488	34.8377	130
32.1488	34.8379	164
32.1488	34.8381	155
32.1488	34.8382	181
32.1488	34.8384	202
32.1488	34.8386	210
32.1488	34.8387	202
32.1488	34.8389	181
32.1488	34.8391	155
32.1488	34.8392	163
32.1488	34.8394	128
32.1488	34.8396	150
32.1488	34.8397	171
32.1488	34.8399	181
32.1488	34.8401	171
32.1488	34.8402	150
32.1488	34.8404	128
32.1488	34.8406	136
32.1488	34.8407	92
32.1488	34.8409	121
32.1488	34.8411	143
32.1488	34.8412	152
32.1488	34.8414	143
32.1488	34.8416	121
32.1488	34.8417	92
32.1488	34.8419	116
32.1488	34.8421	88
32.1488	34.8423	119
32.1488	34.8424	141
32.1488	34.8426	151
32.1488	34.8428	141
32.1488	34.8429	119
32.1488	34.8431	88
32.1488	34.8433	108
32.1488	34.8434	78
32.1488	34.8436	110
32.1488	34.8438	135
32.1488	34.8439	146
32.1488	34.8441	135
